Date,Close
2004-08-19,2.487351894378662
2004-08-20,2.684921979904175
2004-08-23,2.711941957473755
2004-08-24,2.599646806716919
2004-08-25,2.6276583671569824
2004-08-26,2.6750059127807617
2004-08-27,2.6313765048980713
2004-08-30,2.528749704360962
2004-08-31,2.5376734733581543
2004-09-01,2.4851202964782715
2004-09-02,2.516354560852051
2004-09-03,2.479170560836792
2004-09-07,2.51809024810791
2004-09-08,2.5359385013580322
2004-09-09,2.5361862182617188
2004-09-10,2.6110498905181885
2004-09-13,2.664842128753662
2004-09-14,2.763751745223999
2004-09-15,2.7763938903808594
2004-09-16,2.825228452682495
2004-09-17,2.912487030029297
2004-09-20,2.9588425159454346
2004-09-21,2.9211630821228027
2004-09-22,2.9345486164093018
2004-09-23,2.995035171508789
2004-09-24,2.9704933166503906
2004-09-27,2.931574583053589
2004-09-28,3.1447620391845703
2004-09-29,3.249372720718384
2004-09-30,3.212684392929077
2004-10-01,3.2865564823150635
2004-10-04,3.3480329513549805
2004-10-05,3.4300856590270996
2004-10-06,3.3981077671051025
2004-10-07,3.441984176635742
2004-10-08,3.4142205715179443
2004-10-11,3.3529915809631348
2004-10-12,3.4060401916503906
2004-10-13,3.492802381515503
2004-10-14,3.5200703144073486
2004-10-15,3.572375774383545
2004-10-18,3.697561740875244
2004-10-19,3.6673190593719482
2004-10-20,3.4826388359069824
2004-10-21,3.703015089035034
2004-10-22,4.274407386779785
2004-10-25,4.645501613616943
2004-10-26,4.506682395935059
2004-10-27,4.610053539276123
2004-10-28,4.791758060455322
2004-10-29,4.725819110870361
2004-11-01,4.859432697296143
2004-11-02,4.8306779861450195
2004-11-03,4.751351356506348
2004-11-04,4.578570365905762
2004-11-05,4.198055744171143
2004-11-08,4.277381420135498
2004-11-09,4.181943893432617
2004-11-10,4.161120414733887
2004-11-11,4.536925315856934
2004-11-12,4.511639595031738
2004-11-15,4.582785129547119
2004-11-16,4.277132987976074
2004-11-17,4.276142120361328
2004-11-18,4.153188228607178
2004-11-19,4.199294567108154
2004-11-22,4.092702388763428
2004-11-23,4.152691841125488
2004-11-24,4.332165718078613
2004-11-26,4.4469404220581055
2004-11-29,4.488090515136719
2004-11-30,4.511143684387207
2004-12-01,4.461070537567139
2004-12-02,4.447188377380371
2004-12-03,4.471977710723877
2004-12-06,4.370092868804932
2004-12-07,4.249617576599121
2004-12-08,4.2136735916137695
2004-12-09,4.299196720123291
2004-12-10,4.25507116317749
2004-12-13,4.225323677062988
2004-12-14,4.4295878410339355
2004-12-15,4.456607341766357
2004-12-16,4.374555587768555
2004-12-17,4.464044094085693
2004-12-20,4.586503028869629
2004-12-21,4.555020809173584
2004-12-22,4.618234157562256
2004-12-23,4.657895565032959
2004-12-27,4.757301330566406
2004-12-28,4.778372287750244
2004-12-29,4.7818427085876465
2004-12-30,4.898352146148682
2004-12-31,4.779116630554199
2005-01-03,5.025025367736816
2005-01-04,4.821505546569824
2005-01-05,4.796964168548584
2005-01-06,4.674009799957275
2005-01-07,4.805392742156982
2005-01-10,4.835387229919434
2005-01-11,4.797707557678223
2005-01-12,4.843319416046143
2005-01-13,4.842080593109131
2005-01-14,4.9571027755737305
2005-01-18,5.0545244216918945
