Date,Close
2000-01-03,12.284441947937012
2000-01-04,12.182924270629883
2000-01-05,12.852983474731445
2000-01-06,11.939263343811035
2000-01-07,12.223536491394043
2000-01-10,12.203224182128906
2000-01-11,12.243834495544434
2000-01-12,12.223536491394043
2000-01-13,11.979872703552246
2000-01-14,11.65499496459961
2000-01-18,11.695608139038086
2000-01-19,11.634695053100586
2000-01-20,10.972243309020996
2000-01-21,11.22646713256836
2000-01-24,11.206135749816895
2000-01-25,11.063765525817871
2000-01-26,11.084110260009766
2000-01-27,10.88072395324707
2000-01-28,11.32815170288086
2000-01-31,11.368829727172852
2000-02-01,11.409510612487793
2000-02-02,11.958632469177246
2000-02-03,12.284031867980957
2000-02-04,11.877275466918945
2000-02-07,11.856941223144531
2000-02-08,13.01619815826416
2000-02-09,12.690792083740234
2000-02-10,13.219569206237793
2000-02-11,12.894168853759766
2000-02-14,12.975522994995117
2000-02-15,12.812816619873047
2000-02-16,12.629776000976562
2000-02-17,12.446736335754395
2000-02-18,12.08066177368164
2000-02-22,12.426397323608398
2000-02-23,12.650114059448242
2000-02-24,12.039976119995117
2000-02-25,11.958632469177246
2000-02-28,11.673897743225098
2000-02-29,11.389171600341797
2000-03-01,10.88072395324707
2000-03-02,9.965521812438965
2000-03-03,9.904515266418457
2000-03-06,10.062128067016602
2000-03-07,9.111336708068848
2000-03-08,10.128227233886719
2000-03-09,10.392618179321289
2000-03-10,9.924845695495605
2000-03-13,10.04687213897705
2000-03-14,10.00619888305664
2000-03-15,10.6163330078125
2000-03-16,11.816266059875488
2000-03-17,11.714577674865723
2000-03-20,11.389171600341797
2000-03-21,12.100996017456055
2000-03-22,12.08066177368164
2000-03-23,11.856941223144531
2000-03-24,11.694241523742676
2000-03-27,11.104443550109863
2000-03-28,11.124777793884277
2000-03-29,11.856941223144531
2000-03-30,12.08066177368164
2000-03-31,12.22301959991455
2000-04-03,12.589098930358887
2000-04-04,13.341605186462402
2000-04-05,13.219569206237793
2000-04-06,12.629776000976562
2000-04-07,12.629776000976562
2000-04-10,12.589098930358887
2000-04-11,13.483962059020996
2000-04-12,14.277132987976074
2000-04-13,14.43984603881836
2000-04-14,13.666996955871582
2000-04-17,13.646659851074219
2000-04-18,14.053428649902344
2000-04-19,14.155108451843262
2000-04-20,14.275829315185547
2000-04-24,14.336935997009277
2000-04-25,15.232987403869629
2000-04-26,14.62204360961914
2000-04-27,14.4183931350708
2000-04-28,14.174009323120117
2000-05-01,14.235106468200684
2000-05-02,14.62204360961914
2000-05-03,13.542689323425293
2000-05-04,13.542689323425293
2000-05-05,13.84817123413086
2000-05-08,14.581310272216797
2000-05-09,14.377666473388672
2000-05-10,14.174009323120117
2000-05-11,14.092554092407227
2000-05-12,13.644514083862305
2000-05-15,13.990728378295898
2000-05-16,13.94999885559082
2000-05-17,13.624154090881348
2000-05-18,13.5223388671875
2000-05-19,13.277950286865234
2000-05-22,13.196491241455078
2000-05-23,13.481602668762207
2000-05-24,13.053934097290039
2000-05-25,13.46124267578125
2000-05-26,13.115035057067871
2000-05-30,13.58342456817627
2000-05-31,14.174009323120117
2000-06-01,14.723870277404785
2000-06-02,14.092554092407227
2000-06-05,13.563064575195312
2000-06-06,12.667011260986328
2000-06-07,12.157880783081055
2000-06-08,12.585542678833008
2000-06-09,12.524449348449707
2000-06-12,12.330986022949219
2000-06-13,12.09678840637207
2000-06-14,12.667011260986328
2000-06-15,12.44299602508545
2000-06-16,12.504081726074219
2000-06-19,12.667011260986328
2000-06-20,12.422628402709961
2000-06-21,12.178244590759277
2000-06-22,11.974596977233887
2000-06-23,11.77094554901123
2000-06-26,11.68948745727539
2000-06-27,12.3818998336792
2000-06-28,12.432806015014648
2000-06-29,12.361527442932129
2000-06-30,13.033574104309082
2000-07-03,12.829925537109375
2000-07-05,12.931754112243652
2000-07-06,14.133286476135254
2000-07-07,13.97036361694336
2000-07-10,14.194376945495605
2000-07-11,14.133286476135254
2000-07-12,14.214743614196777
2000-07-13,13.990728378295898
2000-07-14,14.153645515441895
2000-07-17,14.499861717224121
2000-07-18,14.336935997009277
2000-07-19,13.84817123413086
2000-07-20,14.152602195739746
2000-07-21,14.050630569458008
2000-07-24,14.193380355834961
2000-07-25,14.030243873596191
2000-07-26,13.744731903076172
2000-07-27,13.581600189208984
2000-07-28,13.2349214553833
2000-07-31,12.8882417678833
2000-08-01,12.643533706665039
2000-08-02,12.031743049621582
2000-08-03,11.685070991516113
2000-08-04,11.787033081054688
2000-08-07,11.705463409423828
2000-08-08,11.358782768249512
2000-08-09,11.481138229370117
2000-08-10,11.929780006408691
2000-08-11,11.970565795898438
2000-08-14,12.215276718139648
2000-08-15,12.072528839111328
2000-08-16,12.113317489624023
2000-08-17,12.541563987731934
2000-08-18,12.663923263549805
2000-08-21,12.45999526977539
2000-08-22,12.480389595031738
2000-08-23,12.521171569824219
2000-08-24,12.72510051727295
2000-08-25,12.541563987731934
2000-08-28,12.480389595031738
2000-08-29,12.704704284667969
2000-08-30,12.72510051727295
2000-08-31,12.11841106414795
2000-09-01,12.154101371765137
2000-09-05,12.113317489624023
2000-09-06,12.317245483398438
2000-09-07,12.521171569824219
2000-09-08,13.051385879516602
2000-09-11,13.418456077575684
2000-09-12,13.826303482055664
2000-09-13,14.356526374816895
2000-09-14,14.356526374816895
2000-09-15,14.356526374816895
2000-09-18,14.397316932678223
2000-09-19,14.376914024353027
2000-09-20,14.43809700012207
2000-09-21,14.703204154968262
2000-09-22,14.968307495117188
2000-09-25,14.988697052001953
2000-09-26,14.825556755065918
2000-09-27,14.743990898132324
